Indexes referenced by this run (116 total):
name                                                       size on disk  download size  path                                                                                                                                                     
    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.nfcorpus.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.nfcorpus.txt -output runs/run.beir.core.fusion-avg.nfcorpus.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-nfcorpus.test runs/run.beir.core.fusion-avg.nfcorpus.txt


  - topic_key: nq

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.nq.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.nq.txt -output runs/run.beir.core.fusion-avg.nq.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-nq.test runs/run.beir.core.fusion-avg.nq.txt


  - topic_key: hotpotqa

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.hotpotqa.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.hotpotqa.txt -output runs/run.beir.core.fusion-avg.hotpotqa.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-hotpotqa.test runs/run.beir.core.fusion-avg.hotpotqa.txt


  - topic_key: fiqa

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.fiqa.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.fiqa.txt -output runs/run.beir.core.fusion-avg.fiqa.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-fiqa.test runs/run.beir.core.fusion-avg.fiqa.txt


  - topic_key: signal1m

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.signal1m.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.signal1m.txt -output runs/run.beir.core.fusion-avg.signal1m.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-signal1m.test runs/run.beir.core.fusion-avg.signal1m.txt


  - topic_key: trec-news

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.trec-news.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.trec-news.txt -output runs/run.beir.core.fusion-avg.trec-news.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-trec-news.test runs/run.beir.core.fusion-avg.trec-news.txt


  - topic_key: robust04

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.robust04.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.robust04.txt -output runs/run.beir.core.fusion-avg.robust04.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-robust04.test runs/run.beir.core.fusion-avg.robust04.txt


  - topic_key: arguana

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.arguana.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.arguana.txt -output runs/run.beir.core.fusion-avg.arguana.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-arguana.test runs/run.beir.core.fusion-avg.arguana.txt


  - topic_key: webis-touche2020

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.webis-touche2020.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.webis-touche2020.txt -output runs/run.beir.core.fusion-avg.webis-touche2020.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-webis-touche2020.test runs/run.beir.core.fusion-avg.webis-touche2020.txt


  - topic_key: cqadupstack-android

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-android.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-android.txt -output runs/run.beir.core.fusion-avg.cqadupstack-android.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-android.test runs/run.beir.core.fusion-avg.cqadupstack-android.txt


  - topic_key: cqadupstack-english

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-english.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-english.txt -output runs/run.beir.core.fusion-avg.cqadupstack-english.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-english.test runs/run.beir.core.fusion-avg.cqadupstack-english.txt


  - topic_key: cqadupstack-gaming

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-gaming.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-gaming.txt -output runs/run.beir.core.fusion-avg.cqadupstack-gaming.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-gaming.test runs/run.beir.core.fusion-avg.cqadupstack-gaming.txt


  - topic_key: cqadupstack-gis

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-gis.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-gis.txt -output runs/run.beir.core.fusion-avg.cqadupstack-gis.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-gis.test runs/run.beir.core.fusion-avg.cqadupstack-gis.txt


  - topic_key: cqadupstack-mathematica

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-mathematica.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-mathematica.txt -output runs/run.beir.core.fusion-avg.cqadupstack-mathematica.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-mathematica.test runs/run.beir.core.fusion-avg.cqadupstack-mathematica.txt


  - topic_key: cqadupstack-physics

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-physics.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-physics.txt -output runs/run.beir.core.fusion-avg.cqadupstack-physics.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-physics.test runs/run.beir.core.fusion-avg.cqadupstack-physics.txt


  - topic_key: cqadupstack-programmers

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-programmers.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-programmers.txt -output runs/run.beir.core.fusion-avg.cqadupstack-programmers.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-programmers.test runs/run.beir.core.fusion-avg.cqadupstack-programmers.txt


  - topic_key: cqadupstack-stats

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-stats.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-stats.txt -output runs/run.beir.core.fusion-avg.cqadupstack-stats.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-stats.test runs/run.beir.core.fusion-avg.cqadupstack-stats.txt


  - topic_key: cqadupstack-tex

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-tex.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-tex.txt -output runs/run.beir.core.fusion-avg.cqadupstack-tex.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-tex.test runs/run.beir.core.fusion-avg.cqadupstack-tex.txt


  - topic_key: cqadupstack-unix

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-unix.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-unix.txt -output runs/run.beir.core.fusion-avg.cqadupstack-unix.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-unix.test runs/run.beir.core.fusion-avg.cqadupstack-unix.txt


  - topic_key: cqadupstack-webmasters

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-webmasters.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-webmasters.txt -output runs/run.beir.core.fusion-avg.cqadupstack-webmasters.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-webmasters.test runs/run.beir.core.fusion-avg.cqadupstack-webmasters.txt


  - topic_key: cqadupstack-wordpress

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-wordpress.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-wordpress.txt -output runs/run.beir.core.fusion-avg.cqadupstack-wordpress.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-wordpress.test runs/run.beir.core.fusion-avg.cqadupstack-wordpress.txt


  - topic_key: quora

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.quora.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.quora.txt -output runs/run.beir.core.fusion-avg.quora.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-quora.test runs/run.beir.core.fusion-avg.quora.txt


  - topic_key: dbpedia-entity

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.dbpedia-entity.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.dbpedia-entity.txt -output runs/run.beir.core.fusion-avg.dbpedia-entity.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-dbpedia-entity.test runs/run.beir.core.fusion-avg.dbpedia-entity.txt


  - topic_key: scidocs

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.scidocs.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.scidocs.txt -output runs/run.beir.core.fusion-avg.scidocs.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-scidocs.test runs/run.beir.core.fusion-avg.scidocs.txt


  - topic_key: fever

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.fever.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.fever.txt -output runs/run.beir.core.fusion-avg.fever.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-fever.test runs/run.beir.core.fusion-avg.fever.txt


  - topic_key: climate-fever

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.climate-fever.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.climate-fever.txt -output runs/run.beir.core.fusion-avg.climate-fever.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-climate-fever.test runs/run.beir.core.fusion-avg.climate-fever.txt


  - topic_key: scifact

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.scifact.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.scifact.txt -output runs/run.beir.core.fusion-avg.scifact.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-scifact.test runs/run.beir.core.fusion-avg.scifact.txt


Summary
condition                   topic                    metric   expected
--------------------------  -----------------------  -------  --------
flat                        trec-covid               nDCG@10    0.5947
flat                        bioasq                   nDCG@10    0.5225
flat                        nfcorpus                 nDCG@10    0.3218
flat                        nq                       nDCG@10    0.3055
flat                        hotpotqa                 nDCG@10    0.6330
flat                        fiqa                     nDCG@10    0.2361
flat                        signal1m                 nDCG@10    0.3304
flat                        trec-news                nDCG@10    0.3952
flat                        robust04                 nDCG@10    0.4070
flat                        arguana                  nDCG@10    0.3970
flat                        webis-touche2020         nDCG@10    0.4422
flat                        cqadupstack-android      nDCG@10    0.3801
flat                        cqadupstack-english      nDCG@10    0.3453
flat                        cqadupstack-gaming       nDCG@10    0.4822
flat                        cqadupstack-gis          nDCG@10    0.2901
flat                        cqadupstack-mathematica  nDCG@10    0.2015
flat                        cqadupstack-physics      nDCG@10    0.3214
flat                        cqadupstack-programmers  nDCG@10    0.2802
flat                        cqadupstack-stats        nDCG@10    0.2711
flat                        cqadupstack-tex          nDCG@10    0.2244
flat                        cqadupstack-unix         nDCG@10    0.2749
flat                        cqadupstack-webmasters   nDCG@10    0.3059
flat                        cqadupstack-wordpress    nDCG@10    0.2483
flat                        quora                    nDCG@10    0.7886
flat                        dbpedia-entity           nDCG@10    0.3180
flat                        scidocs                  nDCG@10    0.1490
flat                        fever                    nDCG@10    0.6513
flat                        climate-fever            nDCG@10    0.1651
flat                        scifact                  nDCG@10    0.6789

multifield                  trec-covid               nDCG@10    0.6559
multifield                  bioasq                   nDCG@10    0.4646
multifield                  nfcorpus                 nDCG@10    0.3254
multifield                  nq                       nDCG@10    0.3285
multifield                  hotpotqa                 nDCG@10    0.6027
multifield                  fiqa                     nDCG@10    0.2361
multifield                  signal1m                 nDCG@10    0.3304
multifield                  trec-news                nDCG@10    0.3977
multifield                  robust04                 nDCG@10    0.4070
multifield                  arguana                  nDCG@10    0.4142
multifield                  webis-touche2020         nDCG@10    0.3673
multifield                  cqadupstack-android      nDCG@10    0.3709
multifield                  cqadupstack-english      nDCG@10    0.3321
multifield                  cqadupstack-gaming       nDCG@10    0.4418
multifield                  cqadupstack-gis          nDCG@10    0.2904
multifield                  cqadupstack-mathematica  nDCG@10    0.2046
multifield                  cqadupstack-physics      nDCG@10    0.3248
multifield                  cqadupstack-programmers  nDCG@10    0.2963
multifield                  cqadupstack-stats        nDCG@10    0.2790
multifield                  cqadupstack-tex          nDCG@10    0.2086
multifield                  cqadupstack-unix         nDCG@10    0.2788
multifield                  cqadupstack-webmasters   nDCG@10    0.3008
multifield                  cqadupstack-wordpress    nDCG@10    0.2562
multifield                  quora                    nDCG@10    0.7886
multifield                  dbpedia-entity           nDCG@10    0.3128
multifield                  scidocs                  nDCG@10    0.1581
multifield                  fever                    nDCG@10    0.7530
multifield                  climate-fever            nDCG@10    0.2129
multifield                  scifact                  nDCG@10    0.6647

splade-v3.onnx              trec-covid               nDCG@10    0.7299
splade-v3.onnx              bioasq                   nDCG@10    0.5142
splade-v3.onnx              nfcorpus                 nDCG@10    0.3629
splade-v3.onnx              nq                       nDCG@10    0.5842
splade-v3.onnx              hotpotqa                 nDCG@10    0.6884
splade-v3.onnx              fiqa                     nDCG@10    0.3798
splade-v3.onnx              signal1m                 nDCG@10    0.2465
splade-v3.onnx              trec-news                nDCG@10    0.4365
splade-v3.onnx              robust04                 nDCG@10    0.4952
splade-v3.onnx              arguana                  nDCG@10    0.4862
splade-v3.onnx              webis-touche2020         nDCG@10    0.3086
splade-v3.onnx              cqadupstack-android      nDCG@10    0.4109
splade-v3.onnx              cqadupstack-english      nDCG@10    0.4255
splade-v3.onnx              cqadupstack-gaming       nDCG@10    0.5193
splade-v3.onnx              cqadupstack-gis          nDCG@10    0.3236
splade-v3.onnx              cqadupstack-mathematica  nDCG@10    0.2445
splade-v3.onnx              cqadupstack-physics      nDCG@10    0.3753
splade-v3.onnx              cqadupstack-programmers  nDCG@10    0.3387
splade-v3.onnx              cqadupstack-stats        nDCG@10    0.3137
splade-v3.onnx              cqadupstack-tex          nDCG@10    0.2493
splade-v3.onnx              cqadupstack-unix         nDCG@10    0.3196
splade-v3.onnx              cqadupstack-webmasters   nDCG@10    0.3250
splade-v3.onnx              cqadupstack-wordpress    nDCG@10    0.2807
splade-v3.onnx              quora                    nDCG@10    0.8141
splade-v3.onnx              dbpedia-entity           nDCG@10    0.4476
splade-v3.onnx              scidocs                  nDCG@10    0.1567
splade-v3.onnx              fever                    nDCG@10    0.8015
splade-v3.onnx              climate-fever            nDCG@10    0.2625
splade-v3.onnx              scifact                  nDCG@10    0.7140

bge-base-en-v1.5.flat.onnx  trec-covid               nDCG@10    0.7815
bge-base-en-v1.5.flat.onnx  bioasq                   nDCG@10    0.4148
bge-base-en-v1.5.flat.onnx  nfcorpus                 nDCG@10    0.3738
bge-base-en-v1.5.flat.onnx  nq                       nDCG@10    0.5415
bge-base-en-v1.5.flat.onnx  hotpotqa                 nDCG@10    0.7259
bge-base-en-v1.5.flat.onnx  fiqa                     nDCG@10    0.4065
bge-base-en-v1.5.flat.onnx  signal1m                 nDCG@10    0.2886
bge-base-en-v1.5.flat.onnx  trec-news                nDCG@10    0.4424
bge-base-en-v1.5.flat.onnx  robust04                 nDCG@10    0.4435
bge-base-en-v1.5.flat.onnx  arguana                  nDCG@10    0.6375
bge-base-en-v1.5.flat.onnx  webis-touche2020         nDCG@10    0.2571
bge-base-en-v1.5.flat.onnx  cqadupstack-android      nDCG@10    0.5076
bge-base-en-v1.5.flat.onnx  cqadupstack-english      nDCG@10    0.4857
bge-base-en-v1.5.flat.onnx  cqadupstack-gaming       nDCG@10    0.5967
bge-base-en-v1.5.flat.onnx  cqadupstack-gis          nDCG@10    0.4131
bge-base-en-v1.5.flat.onnx  cqadupstack-mathematica  nDCG@10    0.3163
bge-base-en-v1.5.flat.onnx  cqadupstack-physics      nDCG@10    0.4724
bge-base-en-v1.5.flat.onnx  cqadupstack-programmers  nDCG@10    0.4238
bge-base-en-v1.5.flat.onnx  cqadupstack-stats        nDCG@10    0.3728
bge-base-en-v1.5.flat.onnx  cqadupstack-tex          nDCG@10    0.3115
bge-base-en-v1.5.flat.onnx  cqadupstack-unix         nDCG@10    0.4220
bge-base-en-v1.5.flat.onnx  cqadupstack-webmasters   nDCG@10    0.4072
bge-base-en-v1.5.flat.onnx  cqadupstack-wordpress    nDCG@10    0.3547
bge-base-en-v1.5.flat.onnx  quora                    nDCG@10    0.8876
bge-base-en-v1.5.flat.onnx  dbpedia-entity           nDCG@10    0.4073
bge-base-en-v1.5.flat.onnx  scidocs                  nDCG@10    0.2172
bge-base-en-v1.5.flat.onnx  fever                    nDCG@10    0.8629
bge-base-en-v1.5.flat.onnx  climate-fever            nDCG@10    0.3117
bge-base-en-v1.5.flat.onnx  scifact                  nDCG@10    0.7408

